69402,"(0, 1)",We 'll have to get a  a better box .,"[We/PRP, 'll/MD, have/VB, to/TO, get/VB, a/DT, a/DT, better/JJR, box/NN, ./.]",(ROOT (S (NP (PRP We)) (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB get) (NP (DT a) (ADJP (DT a) (JJR better)) (NN box))))))) (. .)))
69402,"(436, 437)",Erm  do you think I should throw these roses out ?,"[Erm/NN, do/VBP, you/PRP, think/VB, I/PRP, should/MD, throw/VB, these/DT, roses/NNS, out/RP, ?/.]",(ROOT (S (NP (NN Erm)) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (SBAR (S (NP (PRP I)) (VP (MD should) (VP (VB throw) (NP (DT these) (NNS roses)) (PRT (RP out))))))))) (. ?)))
69402,"(438,)",They 're,"[They/PRP, 're/VBP]",(ROOT (S (NP (PRP They)) (VP (VBP 're))))
69402,"(439,)",Aha .,"[Aha/NNP, ./.]",(ROOT (FRAG (NP (NNP Aha)) (. .)))
69402,"(440,)",dead aren 't they ?,"[dead/JJ, aren/NN, 't/PRP, they/PRP, ?/.]",(ROOT (NP (NP (JJ dead) (NN aren)) (NP (NP (PRP 't)) (NP (PRP they))) (. ?)))
69402,"(441,)",I 'm afraid so .,"[I/PRP, 'm/VBP, afraid/JJ, so/RB, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ afraid) (RB so))) (. .)))
69402,"(442,)",It 's a shame .,"[It/PRP, 's/VBZ, a/DT, shame/NN, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (NP (DT a) (NN shame))) (. .)))
69402,"(443,)",Well they 'll be forced for last Sunday .,"[Well/RB, they/PRP, 'll/MD, be/VB, forced/VBN, for/IN, last/JJ, Sunday/NNP, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP they)) (VP (MD 'll) (VP (VB be) (VP (VBN forced) (PP (IN for) (NP (JJ last) (NNP Sunday)))))) (. .)))
69402,"(444,)",Pardon ?,"[Pardon/NN, ?/.]",(ROOT (FRAG (NP (NN Pardon)) (. ?)))
69402,"(445,)","They will be forced for last Sunday , and that was","[They/PRP, will/MD, be/VB, forced/VBN, for/IN, last/JJ, Sunday/NNP, ,/,, and/CC, that/DT, was/VBD]","(ROOT (S (S (NP (PRP They)) (VP (MD will) (VP (VB be) (VP (VBN forced) (PP (IN for) (NP (JJ last) (NNP Sunday))))))) (, ,) (CC and) (S (NP (DT that)) (VP (VBD was)))))"
69402,"(446,)",Oh I know .,"[Oh/UH, I/PRP, know/VBP, ./.]",(ROOT (S (S (INTJ (UH Oh)) (NP (PRP I)) (VP (VBP know))) (. .)))
69402,"(447,)",the air wasn 't it ?,"[the/DT, air/NN, wasn/NN, 't/PRP, it/PRP, ?/.]",(ROOT (NP (NP (DT the) (NN air) (NN wasn)) (NP (NP (PRP 't)) (NP (PRP it))) (. ?)))
69402,"(448,)","I know , but they were dead by about Tuesday .","[I/PRP, know/VBP, ,/,, but/CC, they/PRP, were/VBD, dead/JJ, by/IN, about/IN, Tuesday/NNP, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP know))) (, ,) (CC but) (S (NP (PRP they)) (VP (VBD were) (ADJP (JJ dead) (PP (IN by) (PP (IN about) (NP (NNP Tuesday))))))) (. .)))"
69402,"(449,)",The yellow one was dead by Tuesday .,"[The/DT, yellow/JJ, one/NN, was/VBD, dead/JJ, by/IN, Tuesday/NNP, ./.]",(ROOT (S (NP (DT The) (JJ yellow) (NN one)) (VP (VBD was) (ADJP (JJ dead) (PP (IN by) (NP (NNP Tuesday))))) (. .)))
69402,"(450, 451)",So  what a shame .,"[So/RB, what/WP, a/DT, shame/NN, ./.]",(ROOT (FRAG (X (ADVP (RB So)) (NP (WP what))) (NP (DT a) (NN shame) (. .))))
69402,"(452,)",Never mind .,"[Never/RB, mind/NN, ./.]",(ROOT (FRAG (ADVP (RB Never)) (NP (NN mind)) (. .)))
69402,"(453,)","Right , I 'll put my make up on .","[Right/NN, ,/,, I/PRP, 'll/MD, put/VB, my/PRP$, make/VB, up/RP, on/IN, ./.]","(ROOT (S (NP (NN Right)) (, ,) (NP (PRP I)) (VP (MD 'll) (VP (VB put) (S (NP (PRP$ my)) (VP (VB make) (PRT (RP up)) (PP (IN on)))))) (. .)))"
69402,"(454,)",Have you decided where you want this umbrella tree ?,"[Have/VB, you/PRP, decided/VBD, where/WRB, you/PRP, want/VBP, this/DT, umbrella/NN, tree/NN, ?/.]",(ROOT (SQ (VP (VB Have) (S (NP (PRP you)) (VP (VBD decided) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP want) (NP (DT this) (NN umbrella) (NN tree)))))))) (. ?)))
69402,"(455,)",Er er,"[Er/NN, er/NN]",(ROOT (NP (NN Er) (NN er)))
69402,"(456,)",You need a saucer at the bottom .,"[You/PRP, need/VBP, a/DT, saucer/NN, at/IN, the/DT, bottom/NN, ./.]",(ROOT (S (NP (PRP You)) (VP (VBP need) (NP (NP (DT a) (NN saucer)) (PP (IN at) (NP (DT the) (NN bottom))))) (. .)))
69402,"(457,)",But they 're never the right size for that it wants   .,"[But/CC, they/PRP, 're/VBP, never/RB, the/DT, right/JJ, size/NN, for/IN, that/IN, it/PRP, wants/VBZ, ./.]",(ROOT (S (CC But) (NP (PRP they)) (VP (VBP 're) (ADVP (RB never)) (NP (NP (DT the) (JJ right) (NN size)) (PP (IN for) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ wants))))))) (. .)))
69402,"(458,)",Well there 's a huge saucer on the old one .,"[Well/RB, there/EX, 's/VBZ, a/DT, huge/JJ, saucer/NN, on/IN, the/DT, old/JJ, one/CD, ./.]",(ROOT (S (ADVP (RB Well)) (NP (EX there)) (VP (VBZ 's) (NP (NP (DT a) (JJ huge) (NN saucer)) (PP (IN on) (NP (DT the) (JJ old) (CD one))))) (. .)))
69402,"(459, 460)",Ah but that 's in it  you can put one in that,"[Ah/NN, but/CC, that/DT, 's/VBZ, in/IN, it/PRP, you/PRP, can/MD, put/VB, one/CD, in/IN, that/DT]",(ROOT (S (NP (NP (NN Ah)) (PP (CC but) (NP (DT that)))) (VP (VBZ 's) (SBAR (WHPP (IN in) (WHNP (PRP it))) (S (NP (PRP you)) (VP (MD can) (VP (VB put) (NP (CD one)) (PP (IN in) (NP (DT that))))))))))
69402,"(461,)",Well,[Well/RB],(ROOT (INTJ (RB Well)))
69402,"(462,)","plant pot , that 's a different matter altogether .","[plant/NN, pot/NN, ,/,, that/DT, 's/VBZ, a/DT, different/JJ, matter/NN, altogether/RB, ./.]","(ROOT (S (S (VP (NN plant) (NP (NN pot)))) (, ,) (NP (DT that)) (VP (VBZ 's) (NP (DT a) (JJ different) (NN matter)) (ADVP (RB altogether))) (. .)))"
69402,"(463,)",Jus- just leave it there for now .,"[Jus-/JJ, just/RB, leave/VB, it/PRP, there/EX, for/IN, now/RB, ./.]",(ROOT (S (NP (JJ Jus-)) (ADVP (RB just)) (VP (VB leave) (NP (PRP it)) (NP (EX there)) (PP (IN for) (NP (RB now)))) (. .)))
69402,"(464, 465, 466)",Erm  I 'm going to put my make up on  and think what I need from the shops .,"[Erm/NN, I/PRP, 'm/VBP, going/VBG, to/TO, put/VB, my/PRP$, make/VB, up/RP, on/IN, and/CC, think/VB, what/WP, I/PRP, need/VBP, from/IN, the/DT, shops/NNS, ./.]",(ROOT (S (NP (NP (NN Erm)) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG going) (S (VP (TO to) (VP (VB put) (NP (PRP$ my)))))))))) (VP (VP (VB make) (PRT (RP up)) (PP (IN on))) (CC and) (VP (VB think) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP need) (PP (IN from) (NP (DT the) (NNS shops)))))))) (. .)))
69402,"(467,)",Right .,"[Right/NN, ./.]",(ROOT (INTJ (NN Right) (. .)))
69402,"(468,)",It 's ten o 'clock love .,"[It/PRP, 's/VBZ, ten/CD, o/NN, 'clock/NN, love/NN, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (NP (CD ten) (NN o) (NN 'clock) (NN love))) (. .)))
69402,"(469,)",I know .,"[I/PRP, know/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
69402,"(470,)",I 'm gonna have to hurry up or you 'll get no dinner .,"[I/PRP, 'm/VBP, gonna/NNS, have/VBP, to/TO, hurry/VB, up/RP, or/CC, you/PRP, 'll/MD, get/VB, no/DT, dinner/NN, ./.]",(ROOT (S (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (NNS gonna)) (SBAR (S (VP (VBP have) (S (VP (TO to) (VP (VB hurry) (PRT (RP up))))))))))) (CC or) (S (NP (PRP you)) (VP (MD 'll) (VP (VB get) (NP (DT no) (NN dinner))))) (. .)))
69402,"(471,)",I 'll take that upstairs with me .,"[I/PRP, 'll/MD, take/VB, that/DT, upstairs/NN, with/IN, me/PRP, ./.]",(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB take) (NP (DT that) (NN upstairs)) (PP (IN with) (NP (PRP me))))) (. .)))
69402,"(472,)",Ooh !,"[Ooh/NNP, !/.]",(ROOT (FRAG (NP (NNP Ooh)) (. !)))
69402,"(473,)",My head feels a lot better .,"[My/PRP$, head/NN, feels/VBZ, a/DT, lot/RB, better/JJR, ./.]",(ROOT (S (NP (PRP$ My) (NN head)) (VP (VBZ feels) (ADJP (NP (DT a) (RB lot)) (JJR better))) (. .)))
69402,"(474,)",It 's gotta be better .,"[It/PRP, 's/VBZ, gotta/NNP, be/VB, better/RBR, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (S (NP (NNP gotta)) (VP (VB be) (ADJP (RBR better))))) (. .)))
69402,"(475,)", Oh   !,"[Oh/UH, !/.]",(ROOT (INTJ (UH Oh) (. !)))
69402,"(476,)",I don 't,"[I/PRP, don/VBP, 't/PRP]",(ROOT (S (NP (PRP I)) (VP (VBP don) (NP (PRP 't)))))
69402,"(477,)",That er,"[That/DT, er/NN]",(ROOT (FRAG (NP (DT That) (NN er))))
69402,"(478, 479)",I haven 't had a  a headache like this for a,"[I/PRP, haven/NN, 't/PRP, had/VBD, a/DT, a/DT, headache/NN, like/IN, this/DT, for/IN, a/DT]",(ROOT (S (NP (PRP I)) (VP (NN haven) (SBAR (S (NP (PRP 't)) (VP (VBD had) (NP (NP (DT a) (DT a) (NN headache)) (PP (IN like) (NP (NP (DT this)) (PP (IN for) (NP (DT a))))))))))))
69402,"(480,)",Still it 's much more quick .,"[Still/RB, it/PRP, 's/VBZ, much/RB, more/RBR, quick/JJ, ./.]",(ROOT (S (ADVP (RB Still)) (NP (PRP it)) (VP (VBZ 's) (ADJP (RB much) (RBR more) (JJ quick))) (. .)))
69402,"(481,)",I know .,"[I/PRP, know/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
69402,"(482, 483, 484, 485)","I need some  le- er  the , I wanted a carton of live yoghurt  I don 't think the live yoghurt I used was any good because , for a start   it was   fruit flavoured , no it wasn 't , it was natural , but it said mild flavoured","[I/PRP, need/VBP, some/DT, le-/JJ, er/NN, the/DT, ,/,, I/PRP, wanted/VBD, a/DT, carton/NN, of/IN, live/JJ, yoghurt/NN, I/PRP, don/VBP, 't/PRP, think/VB, the/DT, live/JJ, yoghurt/NN, I/PRP, used/VBD, was/VBD, any/DT, good/JJ, because/IN, ,/,, for/IN, a/DT, start/NN, it/PRP, was/VBD, fruit/NN, flavoured/JJ, ,/,, no/DT, it/PRP, wasn/VBD, 't/PRP, ,/,, it/PRP, was/VBD, natural/JJ, ,/,, but/CC, it/PRP, said/VBD, mild/JJ, flavoured/VBN]","(ROOT (S (NP (PRP I)) (VP (VBP need) (NP (NP (DT some) (JJ le-) (NN er)) (SBAR (S (S (X (DT the)) (, ,) (PRN (S (NP (PRP I)) (VP (VBD wanted) (NP (NP (DT a) (NN carton)) (PP (IN of) (NP (JJ live) (NN yoghurt))) (SBAR (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB think) (NP (NP (DT the) (JJ live) (NN yoghurt)) (SBAR (S (NP (PRP I)) (VP (VBD used)))))))))))))) (VP (VBD was) (ADJP (DT any) (JJ good) (PP (IN because))) (, ,) (PP (IN for) (NP (NP (DT a) (NN start)) (SBAR (S (NP (PRP it)) (VP (VBD was) (NP (NN fruit) (JJ flavoured))))))))) (, ,) (S (NP (DT no) (PRP it)) (VP (VBD wasn) (NP (PRP 't)))) (, ,) (S (NP (PRP it)) (VP (VBD was) (ADJP (JJ natural)))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBD said) (NP (NP (JJ mild)) (VP (VBN flavoured)))))))))))"
69402,"(486,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
69402,"(487, 488)","and I don 't think it was the proper  like the Greek style , real live yoghurt that would have","[and/CC, I/PRP, don/VBP, 't/PRP, think/VB, it/PRP, was/VBD, the/DT, proper/JJ, like/IN, the/DT, Greek/JJ, style/NN, ,/,, real/JJ, live/JJ, yoghurt/NN, that/WDT, would/MD, have/VB]","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB think) (SBAR (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT the) (JJ proper)) (PP (IN like) (NP (NP (DT the) (JJ Greek) (NN style)) (, ,) (NP (NP (JJ real) (JJ live) (NN yoghurt)) (SBAR (WHNP (WDT that)) (S (VP (MD would) (VP (VB have))))))))))))))))))"
69402,"(489,)",Mm mm .,"[Mm/NN, mm/NN, ./.]",(ROOT (NP (NP (NN Mm)) (NP (NN mm)) (. .)))
69402,"(490,)",started all the fungus growing on it .,"[started/VBN, all/PDT, the/DT, fungus/NN, growing/VBG, on/IN, it/PRP, ./.]",(ROOT (S (VP (VBN started) (NP (NP (PDT all) (DT the) (NN fungus)) (VP (VBG growing) (PP (IN on) (NP (PRP it)))))) (. .)))
69402,"(491,)",It is beginning to look like a proper stone cup though .,"[It/PRP, is/VBZ, beginning/VBG, to/TO, look/VB, like/IN, a/DT, proper/JJ, stone/NN, cup/NN, though/IN, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ is) (VP (VBG beginning) (S (VP (TO to) (VP (VB look) (PP (IN like) (NP (DT a) (JJ proper) (NN stone) (NN cup))) (ADVP (IN though))))))) (. .)))
69402,"(492, 493, 494)","And they 're saying that  er  okay , I 'll go and get ready .","[And/CC, they/PRP, 're/VBP, saying/VBG, that/IN, er/NN, okay/JJ, ,/,, I/PRP, 'll/MD, go/VB, and/CC, get/VB, ready/JJ, ./.]","(ROOT (S (S (CC And) (NP (PRP they)) (VP (VBP 're) (VP (VBG saying) (SBAR (IN that) (S (NP (NN er)) (ADJP (JJ okay))))))) (, ,) (NP (PRP I)) (VP (MD 'll) (VP (VP (VB go)) (CC and) (VP (VB get) (ADJP (JJ ready))))) (. .)))"
69402,"(495, 496)","So do you want the yoghurt , yoghurt before we go to the    ?","[So/RB, do/VB, you/PRP, want/VBP, the/DT, yoghurt/NN, ,/,, yoghurt/NN, before/IN, we/PRP, go/VBP, to/TO, the/DT, ?/.]","(ROOT (S (RB So) (VP (VB do) (SBAR (S (NP (PRP you)) (VP (VBP want) (NP (NP (DT the) (NN yoghurt)) (, ,) (NP (NP (NN yoghurt)) (SBAR (IN before) (S (NP (PRP we)) (VP (VBP go) (PP (TO to) (NP (DT the)))))))))))) (. ?)))"
69402,"(497, 498)","I don 't think it matters , but  if the weather 's still going to be freezing at night","[I/PRP, don/VBP, 't/PRP, think/VB, it/PRP, matters/VBZ, ,/,, but/CC, if/IN, the/DT, weather/NN, 's/POS, still/RB, going/VBG, to/TO, be/VB, freezing/NN, at/IN, night/NN]","(ROOT (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB think) (SBAR (S (NP (PRP it)) (VP (VBZ matters)))))) (, ,) (PP (CC but) (PP (IN if) (NP (NP (DT the) (NN weather) (POS 's)) (VP (ADVP (RB still)) (VBG going) (S (VP (TO to) (VP (VB be) (NP (NP (NN freezing)) (PP (IN at) (NP (NN night))))))))))))))"
69402,"(499,)","And if so does , does","[And/CC, if/IN, so/RB, does/VBZ, ,/,, does/VBZ]","(ROOT (S (CC And) (SBAR (IN if) (S (ADVP (RB so)) (VP (VBZ does)))) (, ,) (VP (VBZ does))))"
69402,"(500,)",I 've got the,"[I/PRP, 've/VBP, got/VBD, the/DT]",(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBD got) (NP (DT the))))))
69402,"(501,)","the , it 's outside all the time anyway   .","[the/DT, ,/,, it/PRP, 's/VBZ, outside/JJ, all/PDT, the/DT, time/NN, anyway/RB, ./.]","(ROOT (S (NP (DT the)) (, ,) (NP (PRP it)) (VP (VBZ 's) (ADVP (JJ outside) (NP (PDT all) (DT the) (NN time))) (ADVP (RB anyway))) (. .)))"
69402,"(502,)","I know , but it 's got the polythene bag round it still .","[I/PRP, know/VBP, ,/,, but/CC, it/PRP, 's/VBZ, got/VBD, the/DT, polythene/NN, bag/NN, round/NN, it/PRP, still/RB, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP know))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBD got) (S (NP (DT the) (NN polythene) (NN bag) (NN round)) (NP (PRP it))))) (ADVP (RB still))) (. .)))"
69402,"(503, 504)",I got it standing on that brick  so it would drain .,"[I/PRP, got/VBD, it/PRP, standing/VBG, on/IN, that/DT, brick/NN, so/IN, it/PRP, would/MD, drain/VB, ./.]",(ROOT (S (NP (PRP I)) (VP (VBD got) (S (NP (PRP it)) (VP (VBG standing) (PP (IN on) (NP (DT that) (NN brick))) (SBAR (IN so) (S (NP (PRP it)) (VP (MD would) (VP (VB drain)))))))) (. .)))
69402,"(505,)",I wish I knew what to do with the other azalea .,"[I/PRP, wish/VBP, I/PRP, knew/VBD, what/WP, to/TO, do/VB, with/IN, the/DT, other/JJ, azalea/NN, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP wish) (SBAR (S (NP (PRP I)) (VP (VBD knew) (SBAR (WHNP (WP what)) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (DT the) (JJ other) (NN azalea))))))))))) (. .)))
69402,"(506, 507, 508, 509)","Some of the  erm  stems on it look as if the  not mouldy but they 're , they 're sort of","[Some/DT, of/IN, the/DT, erm/NN, stems/VBZ, on/IN, it/PRP, look/VB, as/IN, if/IN, the/DT, not/RB, mouldy/JJ, but/CC, they/PRP, 're/VBP, ,/,, they/PRP, 're/VBP, sort/NN, of/IN]","(ROOT (S (NP (NP (DT Some)) (PP (IN of) (NP (DT the) (NN erm)))) (VP (VBZ stems) (PP (IN on) (S (NP (PRP it)) (VP (VB look) (SBAR (IN as) (S (SBAR (IN if) (S (NP (DT the) (NP (RB not) (JJ mouldy)) (CC but) (NP (PRP they))) (VP (VBP 're)))) (, ,) (NP (PRP they)) (VP (VBP 're) (ADVP (NN sort) (IN of)))))))))))"
69402,"(510,)",Well we 'll just have to dig it up and put,"[Well/RB, we/PRP, 'll/MD, just/RB, have/VB, to/TO, dig/VB, it/PRP, up/RB, and/CC, put/VB]",(ROOT (FRAG (ADVP (RB Well)) (NP (NP (PRP we)) (SBAR (S (VP (MD 'll) (ADVP (RB just)) (VP (VB have) (S (VP (TO to) (VP (VP (VB dig) (NP (PRP it)) (ADVP (RB up))) (CC and) (VP (VB put))))))))))))
69402,"(511,)",green .,"[green/NNP, ./.]",(ROOT (X (NNP green) (. .)))
69402,"(512,)",another one in .,"[another/DT, one/CD, in/IN, ./.]",(ROOT (NP (NP (QP (DT another) (CD one))) (PP (IN in)) (. .)))
69402,"(513,)",Those hyacinths in the cauldron are taking a long time to come out aren 't they ?,"[Those/DT, hyacinths/NNS, in/IN, the/DT, cauldron/NN, are/VBP, taking/VBG, a/DT, long/JJ, time/NN, to/TO, come/VB, out/RP, aren/NNP, 't/PRP, they/PRP, ?/.]",(ROOT (S (NP (NP (DT Those) (NNS hyacinths)) (PP (IN in) (NP (DT the) (NN cauldron)))) (VP (VBP are) (VP (VBG taking) (NP (DT a) (JJ long) (NN time)) (S (VP (TO to) (VP (VB come) (PRT (RP out)) (NP (NP (NNP aren)) (NP (NP (PRP 't)) (NP (PRP they))))))))) (. ?)))
69402,"(514,)",I know .,"[I/PRP, know/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
69402,"(515, 516, 517, 518)","I would have thought the tulip  that went in the er coal scuttle  the tulips in the cauldron  I thought they 'd had it , they were lying down completely .","[I/PRP, would/MD, have/VB, thought/VBN, the/DT, tulip/NN, that/WDT, went/VBD, in/IN, the/DT, er/NN, coal/NN, scuttle/VBP, the/DT, tulips/NNS, in/IN, the/DT, cauldron/NN, I/PRP, thought/VBD, they/PRP, 'd/MD, had/VBD, it/PRP, ,/,, they/PRP, were/VBD, lying/VBG, down/IN, completely/RB, ./.]","(ROOT (S (S (NP (PRP I)) (VP (MD would) (VP (VB have) (VP (VBN thought) (NP (NP (DT the) (NN tulip)) (SBAR (WHNP (WDT that)) (S (VP (VBD went) (SBAR (IN in) (S (NP (DT the) (NN er) (NN coal)) (VP (VBP scuttle) (NP (DT the) (NNS tulips)) (PP (IN in) (NP (NP (DT the) (NN cauldron)) (SBAR (S (NP (PRP I)) (VP (VBD thought) (SBAR (S (NP (PRP they)) (VP (MD 'd) (VP (VBD had) (NP (PRP it)))))))))))))))))))))) (, ,) (NP (PRP they)) (VP (VBD were) (VP (VBG lying) (ADVP (IN down) (RB completely)))) (. .)))"
69402,"(519,)",I know .,"[I/PRP, know/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
69402,"(520,)",They just straightened,"[They/PRP, just/RB, straightened/VBD]",(ROOT (S (NP (PRP They)) (VP (ADVP (RB just)) (VBD straightened))))
69402,"(521,)",They were,"[They/PRP, were/VBD]",(ROOT (S (NP (PRP They)) (VP (VBD were))))
69402,"(522,)",up .,"[up/RB, ./.]",(ROOT (FRAG (ADVP (RB up)) (. .)))
69402,"(523, 524)",just  grown up again .,"[just/RB, grown/VBN, up/RB, again/RB, ./.]",(ROOT (S (VP (ADVP (RB just)) (VBN grown) (PP (RB up) (ADVP (RB again)))) (. .)))
69402,"(525, 526, 527, 528, 529)","And those  forget-me-nots  that are called blue ball and are supposed to have brilliant blue flowers , they 're coming out with erm  tiny  pinkey , purpley flowers .","[And/CC, those/DT, forget-me-nots/NNS, that/WDT, are/VBP, called/VBN, blue/JJ, ball/NN, and/CC, are/VBP, supposed/VBN, to/TO, have/VB, brilliant/JJ, blue/JJ, flowers/NNS, ,/,, they/PRP, 're/VBP, coming/VBG, out/RP, with/IN, erm/NN, tiny/JJ, pinkey/NN, ,/,, purpley/JJ, flowers/NNS, ./.]","(ROOT (S (CC And) (NP (NP (DT those) (NNS forget-me-nots)) (SBAR (WHNP (WDT that)) (S (VP (VP (VBP are) (VP (VBN called) (NP (JJ blue) (NN ball)))) (CC and) (VP (VBP are) (VP (VBN supposed) (S (VP (TO to) (VP (VB have) (NP (JJ brilliant) (JJ blue) (NNS flowers))))))))))) (, ,) (NP (PRP they)) (VP (VBP 're) (VP (VBG coming) (PRT (RP out)) (PP (IN with) (NP (NP (NN erm) (JJ tiny) (NN pinkey)) (, ,) (NP (JJ purpley) (NNS flowers)))))) (. .)))"
69402,"(530,)",I know .,"[I/PRP, know/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
69402,"(531,)","If they 're blue , so am I !","[If/IN, they/PRP, 're/VBP, blue/JJ, ,/,, so/RB, am/VBP, I/PRP, !/.]","(ROOT (S (SBAR (IN If) (S (NP (PRP they)) (VP (VBP 're) (ADJP (JJ blue))))) (, ,) (RB so) (VP (VBP am) (NP (PRP I))) (. !)))"
69402,"(532,)","And then we 've got miniature roses gonna come up , one that 's on it own , that one with the","[And/CC, then/RB, we/PRP, 've/VBP, got/VBN, miniature/JJ, roses/NNS, gonna/VBP, come/VBN, up/RP, ,/,, one/CD, that/WDT, 's/VBZ, on/IN, it/PRP, own/JJ, ,/,, that/IN, one/CD, with/IN, the/DT]","(ROOT (FRAG (S (CC And) (ADVP (RB then)) (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (SBAR (S (NP (JJ miniature) (NNS roses)) (VP (VBP gonna) (S (VP (VP (VBN come) (PRT (RP up))) (, ,) (NP (NP (CD one)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (PP (IN on) (NP (PRP it))) (ADJP (JJ own)))))))) (, ,) (SBAR (IN that) (FRAG (NP (NP (CD one)) (PP (IN with) (NP (DT the))))))))))))))"
69402,"(533,)",The wha-,"[The/DT, wha-/NN]",(ROOT (FRAG (NP (DT The) (NN wha-))))
69402,"(534,)",on the tub .,"[on/IN, the/DT, tub/NN, ./.]",(ROOT (FRAG (PP (IN on) (NP (DT the) (NN tub))) (. .)))
69402,"(535,)",Is there one in the tub ?,"[Is/VBZ, there/EX, one/CD, in/IN, the/DT, tub/NN, ?/.]",(ROOT (SQ (VBZ Is) (NP (EX there)) (NP (NP (CD one)) (PP (IN in) (NP (DT the) (NN tub)))) (. ?)))
69402,"(536,)",No .,"[No/DT, ./.]",(ROOT (FRAG (NP (DT No)) (. .)))
69402,"(537,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
69402,"(538,)","Oh ye- the one in the tub looks okay , it 's the other one .","[Oh/UH, ye-/IN, the/DT, one/CD, in/IN, the/DT, tub/NN, looks/VBZ, okay/JJ, ,/,, it/PRP, 's/VBZ, the/DT, other/JJ, one/CD, ./.]","(ROOT (INTJ (UH Oh) (PP (IN ye-) (NP (NP (DT the) (CD one)) (SBAR (S (SBAR (IN in) (S (NP (DT the) (NN tub)) (VP (VBZ looks) (ADJP (JJ okay))))) (, ,) (NP (PRP it)) (VP (VBZ 's) (NP (DT the) (JJ other) (CD one))))))) (. .)))"
69402,"(539,)",Mhm .,"[Mhm/NNP, ./.]",(ROOT (FRAG (NP (NNP Mhm)) (. .)))
69402,"(540,)","I like the other best as well , it 's the peach one .","[I/PRP, like/VBP, the/DT, other/JJ, best/RB, as/RB, well/RB, ,/,, it/PRP, 's/VBZ, the/DT, peach/NNP, one/CD, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP like) (NP (DT the) (JJ other)) (ADVP (RB best) (RB as) (RB well)))) (, ,) (NP (PRP it)) (VP (VBZ 's) (NP (DT the) (NNP peach) (CD one))) (. .)))"
69402,"(541,)",When are you going to prune them ?,"[When/WRB, are/VBP, you/PRP, going/VBG, to/TO, prune/VB, them/PRP, ?/.]",(ROOT (SBARQ (WHADVP (WRB When)) (SQ (VBP are) (NP (PRP you)) (VP (VBG going) (S (VP (TO to) (VP (VB prune) (NP (PRP them))))))) (. ?)))
69402,"(542,)","Well , when I plant that other one where you want it planted , that 's","[Well/RB, ,/,, when/WRB, I/PRP, plant/VBP, that/IN, other/JJ, one/CD, where/WRB, you/PRP, want/VBP, it/PRP, planted/VBN, ,/,, that/DT, 's/VBZ]","(ROOT (S (ADVP (RB Well)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP plant) (SBAR (IN that) (S (NP (NP (JJ other) (CD one)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP want) (NP (PRP it)))))) (VP (VBN planted))))))) (, ,) (NP (DT that)) (VP (VBZ 's))))"
